2.822688499602331660e-02,1.000000000000000021e-03
3.799288118933501213e-02,2.000000000000000042e-03
4.775887738264669724e-02,2.000000000000000042e-03
5.752487357595839623e-02,2.000000000000000042e-03
6.729086976927008135e-02,2.000000000000000042e-03
7.705686596258176646e-02,2.000000000000000042e-03
8.682286215589346545e-02,2.000000000000000042e-03
9.658885834920516444e-02,2.000000000000000042e-03
1.063548545425168634e-01,8.000000000000000167e-03
1.161208507358285486e-01,1.000000000000000021e-02
1.258868469291402337e-01,1.499999999999999944e-02
1.356528431224519327e-01,1.899999999999999953e-02
1.454188393157636316e-01,2.100000000000000130e-02
1.551848355090753029e-01,2.400000000000000050e-02
1.649508317023870019e-01,2.599999999999999881e-02
1.747168278956987009e-01,2.999999999999999889e-02
1.844828240890103999e-01,3.099999999999999978e-02
1.942488202823220989e-01,3.599999999999999728e-02
2.040148164756337978e-01,3.899999999999999994e-02
2.137808126689454691e-01,4.100000000000000172e-02
2.235468088622571681e-01,4.499999999999999833e-02
2.333128050555688393e-01,4.499999999999999833e-02
2.430788012488805383e-01,5.099999999999999672e-02
2.528447974421922373e-01,5.600000000000000117e-02
2.626107936355038808e-01,5.999999999999999778e-02
2.723767898288156353e-01,7.199999999999999456e-02
2.821427860221272788e-01,7.599999999999999811e-02
2.919087822154389777e-01,8.699999999999999400e-02
3.016747784087506767e-01,9.199999999999999845e-02
3.114407746020623202e-01,9.900000000000000466e-02
3.212067707953740747e-01,1.069999999999999979e-01
3.309727669886857182e-01,1.079999999999999988e-01
3.407387631819974727e-01,1.150000000000000050e-01
3.505047593753091162e-01,1.219999999999999973e-01
3.602707555686208707e-01,1.270000000000000018e-01
3.700367517619325142e-01,1.330000000000000071e-01
3.798027479552442132e-01,1.419999999999999873e-01
3.895687441485559122e-01,1.449999999999999900e-01
3.993347403418675556e-01,1.539999999999999980e-01
4.091007365351793101e-01,1.590000000000000024e-01
4.188667327284909536e-01,1.690000000000000113e-01
4.286327289218027081e-01,1.779999999999999916e-01
4.383987251151143516e-01,1.880000000000000004e-01
4.481647213084260506e-01,2.049999999999999878e-01
4.579307175017377496e-01,2.169999999999999984e-01
4.676967136950493931e-01,2.220000000000000029e-01
4.774627098883611476e-01,2.290000000000000091e-01
4.872287060816727911e-01,2.389999999999999902e-01
4.969947022749845456e-01,2.500000000000000000e-01
5.067606984682961890e-01,2.600000000000000089e-01
5.165266946616079435e-01,2.710000000000000187e-01
5.262926908549196980e-01,2.790000000000000258e-01
5.360586870482313415e-01,2.869999999999999774e-01
5.458246832415429850e-01,2.929999999999999827e-01
5.555906794348547395e-01,3.059999999999999942e-01
5.653566756281663830e-01,3.170000000000000040e-01
5.751226718214781375e-01,3.290000000000000147e-01
5.848886680147897810e-01,3.370000000000000218e-01
5.946546642081014244e-01,3.439999999999999725e-01
6.044206604014131790e-01,3.549999999999999822e-01
6.141866565947249335e-01,3.679999999999999938e-01
6.239526527880365769e-01,3.820000000000000062e-01
6.337186489813482204e-01,3.960000000000000187e-01
6.434846451746599749e-01,4.050000000000000266e-01
6.532506413679716184e-01,4.189999999999999836e-01
6.630166375612833729e-01,4.279999999999999916e-01
6.727826337545950164e-01,4.420000000000000040e-01
6.825486299479066599e-01,4.580000000000000182e-01
6.923146261412184144e-01,4.709999999999999742e-01
7.020806223345301689e-01,4.799999999999999822e-01
7.118466185278418124e-01,4.919999999999999929e-01
7.216126147211534558e-01,5.120000000000000107e-01
7.313786109144652103e-01,5.270000000000000240e-01
7.411446071077768538e-01,5.410000000000000364e-01
7.509106033010886083e-01,5.639999999999999458e-01
7.606765994944002518e-01,5.769999999999999574e-01
7.704425956877118953e-01,5.889999999999999680e-01
7.802085918810236498e-01,6.069999999999999840e-01
7.899745880743354043e-01,6.260000000000000009e-01
7.997405842676470478e-01,6.430000000000000160e-01
8.095065804609586912e-01,6.610000000000000320e-01
8.192725766542703347e-01,6.720000000000000417e-01
8.290385728475820892e-01,6.879999999999999449e-01
8.388045690408938437e-01,7.059999999999999609e-01
8.485705652342054872e-01,7.269999999999999796e-01
8.583365614275171307e-01,7.449999999999999956e-01
8.681025576208288852e-01,7.580000000000000071e-01
8.778685538141405287e-01,7.750000000000000222e-01
8.876345500074522832e-01,7.890000000000000346e-01
8.974005462007639267e-01,8.129999999999999449e-01
9.071665423940755701e-01,8.319999999999999618e-01
9.169325385873873246e-01,8.529999999999999805e-01
9.266985347806990791e-01,8.639999999999999902e-01
9.364645309740107226e-01,8.760000000000000009e-01
9.462305271673223661e-01,8.960000000000000187e-01
9.559965233606341206e-01,9.220000000000000417e-01
9.657625195539457641e-01,9.340000000000000524e-01
9.755285157472575186e-01,9.549999999999999600e-01
9.852945119405691621e-01,9.749999999999999778e-01
9.950605081338808056e-01,1.000000000000000000e+00
